[INFO ] [2023-01-06 17:36:06,923] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-13 14:28:56,746] Pre-condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-13 14:28:56,823] Pre-condition - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-13 14:28:56,898] Pre-condition - Step 04: Enter to Email address textbox with value is 'afc61593@mail.vn'
[INFO ] [2023-01-13 14:28:56,981] Pre-condition - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:28:57,056] Pre-condition - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:28:57,135] Pre-condition - Step 07: Click to Register button
[INFO ] [2023-01-13 14:28:57,923] Pre-condition - Step 08: Verify register success message is displayed
[INFO ] [2023-01-13 14:28:57,962]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-01-13 14:28:57,962] Pre-condition - Step 09: Click to Continue button
[INFO ] [2023-01-13 14:28:58,485] Login - Step 01: Navigate to Login page
[INFO ] [2023-01-13 14:28:58,890] Login - Step 02: Enter to Email address textbox with value is 'afc61593@mail.vn'
[INFO ] [2023-01-13 14:28:58,966] Login - Step 03: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:28:59,042] Login - Step 04: Click to Login button
[INFO ] [2023-01-13 14:28:59,728] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-01-13 14:28:59,817]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-01-13 14:28:59,817] Login - Step 06: Navigte to 'My Account' link
[INFO ] [2023-01-13 14:29:00,217] Login - Step 07: Verify to 'Customer Info' link
[INFO ] [2023-01-13 14:29:00,317]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-01-13 14:30:43,660] Pre-condition - Step 01: Open 'Register' page
[INFO ] [2023-01-13 14:30:44,380] Pre-condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-13 14:30:44,530] Pre-condition - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-13 14:30:44,620] Pre-condition - Step 04: Enter to Email address textbox with value is 'afc40068@mail.vn'
[INFO ] [2023-01-13 14:30:44,703] Pre-condition - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:30:44,807] Pre-condition - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:30:44,900] Pre-condition - Step 07: Click to Register button
[INFO ] [2023-01-13 14:30:45,840] Pre-condition - Step 08: Verify register success message is displayed
[INFO ] [2023-01-13 14:42:29,236] Pre-condition - Step 01: Open 'Register' page
[INFO ] [2023-01-13 14:42:30,012] Pre-condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-13 14:42:30,152] Pre-condition - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-13 14:42:30,244] Pre-condition - Step 04: Enter to Email address textbox with value is 'afc46521@mail.vn'
[INFO ] [2023-01-13 14:42:30,330] Pre-condition - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:42:30,447] Pre-condition - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-13 14:42:30,612] Pre-condition - Step 07: Click to Register button
[INFO ] [2023-01-13 14:42:31,490] Pre-condition - Step 08: Verify register success message is displayed
[INFO ] [2023-01-13 18:07:14,193] Pre-condition - Step 01: Open 'Register' page
[INFO ] [2023-01-13 18:07:14,915] Pre-condition - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-13 18:07:15,067] Pre-condition - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-13 18:07:15,152] Pre-condition - Step 04: Enter to Email address textbox with value is 'afc37873@mail.vn'
[INFO ] [2023-01-13 18:07:15,248] Pre-condition - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-13 18:07:15,336] Pre-condition - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-13 18:07:15,414] Pre-condition - Step 07: Click to Register button
[INFO ] [2023-01-13 18:07:16,274] Pre-condition - Step 08: Verify register success message is displayed
[INFO ] [2023-01-13 18:07:16,454] OS name = Windows 10
[INFO ] [2023-01-13 18:07:16,454] Driver instance name = firefoxdriver: firefox on windows (3589556f-b3b9-41df-b24d-ddd58ab1ee1e)
[INFO ] [2023-01-14 12:08:34,694] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:09:04,899] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:09:05,000] OS name = Windows 10
[INFO ] [2023-01-14 12:09:05,000] Driver instance name = firefoxdriver: firefox on windows (4949a542-8bbc-40a0-98b8-9e7a79a24298)
[INFO ] [2023-01-14 12:11:33,210] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:11:34,025] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:12:04,128] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:13:36,689] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:13:37,367] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:13:37,500] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 12:13:37,582] Register - Step 04: Enter to Email address textbox with value is 'afc58111@mail.vn'
[INFO ] [2023-01-14 12:13:37,663] Register - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:13:37,735] Register - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:13:37,811] Register - Step 07: Click to Register button
[INFO ] [2023-01-14 12:13:38,677] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-01-14 12:13:38,860] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:14:08,913] OS name = Windows 10
[INFO ] [2023-01-14 12:14:08,913] Driver instance name = firefoxdriver: firefox on windows (451c6527-373f-4e2f-b6e2-d9333b151e2d)
[INFO ] [2023-01-14 12:14:52,152] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:14:53,353] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:14:53,492] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 12:14:53,575] Register - Step 04: Enter to Email address textbox with value is 'afc7785@mail.vn'
[INFO ] [2023-01-14 12:14:53,656] Register - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:14:53,730] Register - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:14:53,816] Register - Step 07: Click to Register button
[INFO ] [2023-01-14 12:14:54,656] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-01-14 12:14:54,810] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:15:24,876] OS name = Windows 10
[INFO ] [2023-01-14 12:15:24,876] Driver instance name = firefoxdriver: firefox on windows (a76b186e-8135-47bc-9f7d-0860f3f24b03)
[INFO ] [2023-01-14 12:15:43,574] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:15:44,256] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:15:44,396] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 12:15:44,478] Register - Step 04: Enter to Email address textbox with value is 'afc67072@mail.vn'
[INFO ] [2023-01-14 12:15:44,559] Register - Step 05: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:15:44,633] Register - Step 06: Enter to Confirm Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:15:44,708] Register - Step 07: Click to Register button
[INFO ] [2023-01-14 12:15:45,588] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-01-14 12:15:45,739] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:15:46,308] Login - Step 01: Navigate to Login page
[INFO ] [2023-01-14 12:15:46,983] Login - Step 02: Enter to Email address textbox with value is 'afc67072@mail.vn'
[INFO ] [2023-01-14 12:15:47,130] Login - Step 03: Enter to Pasword textbox with value is '123456'
[INFO ] [2023-01-14 12:15:47,211] Login - Step 04: Click to Login button
[INFO ] [2023-01-14 12:15:48,055] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-01-14 12:15:48,191] Login - Step 06: Navigte to 'My Account' link
[INFO ] [2023-01-14 12:15:48,722] Login - Step 07: Verify to 'Customer Info' link
[INFO ] [2023-01-14 12:15:48,913] OS name = Windows 10
[INFO ] [2023-01-14 12:15:48,914] Driver instance name = firefoxdriver: firefox on windows (e23cbc54-daa5-4773-b40e-5abf8ed704ac)
[INFO ] [2023-01-14 12:56:18,067] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:56:19,095] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:56:19,180] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 12:56:19,252] Register - Step 03: Enter date of birth with value is '10'
[INFO ] [2023-01-14 12:56:19,343] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:56:49,400] OS name = Windows 10
[INFO ] [2023-01-14 12:56:49,401] Driver instance name = firefoxdriver: firefox on windows (29dbbeba-a0bb-43c0-a348-67505466e2d8)
[INFO ] [2023-01-14 12:58:57,082] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 12:58:58,180] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 12:58:58,265] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 12:58:58,341] Register - Step 03: Enter date of birth with value is '10'
[INFO ] [2023-01-14 12:58:58,418] Register - Step 09: Click to Continue button
[INFO ] [2023-01-14 12:59:28,480] OS name = Windows 10
[INFO ] [2023-01-14 12:59:28,481] Driver instance name = firefoxdriver: firefox on windows (c04fe6ab-b9b1-4775-8a52-6f1c8e782427)
[INFO ] [2023-01-14 13:01:34,273] Register - Step 01: Open 'Register' page
[INFO ] [2023-01-14 13:01:35,724] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[INFO ] [2023-01-14 13:01:35,811] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[INFO ] [2023-01-14 13:01:35,881] Register - Step 03: Enter date of birth with value is '10'
[INFO ] [2023-01-14 13:01:36,185] Register - Step 03: Enter month of birth with value is 'August'
[INFO ] [2023-01-14 13:01:36,516] Register - Step 03: Enter year of birth with value is '1996'
